CODIGO_PRODUTO,DESCRICAO_MATERIAL,TEXTO_DESCRITIVO
214126,BUMBO ELKA PATRULHA CANINA 1141,"BUMBO ELKA PATRULHA CANINA 1141 . Categoria: BRINQUEDOS > MUSICAL . Preço final: R$ 82.00 . Descrição do produto: Bumbo Elka Patrulha Canina 1141 / Garantia do Fabricante:03 meses / Marca:Elka / Modelo:Bumbo / Referência:1141 / Cor:Azul (predominante) / Material:Plástico atóxico e papel / Característica:Cores alegres e material resistente / Faixa Etária:A partir de 3 anos / Conteúdo da Embalagem:Contém 01 bumbo e 02 baquetas / Dimensões da Embalagem (AxLxP):20 x 26 x 26 cm / Peso:290 g / EAN:7896448111414 / Aviso: . Avaliado por 37 clientes, com nota média de 4.5 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""lindo"",""educativo"",""resistência"",""colorido"",""divertido"",""qualidade"",""satisfação"",""interação"",""custo-benefício"",""recomendação""],""Caracteristicas_Negativas"":[""fragilidade"",""desmontagem fácil"",""material fraco"",""preço alto""]} . Clientes também compraram: 214128 - VIOLÃO ELKA PATRULHA CANINA 1143, 214127 - MINHA BANDINHA ELKA PATRULHA CANINA 1142, 188829 - XYLOPHONE MATTEL FP CLASSIC CMY09, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 189311 - JG LIDER BOLICHE PATRULHA CANINA 2481 ."
214127,MINHA BANDINHA ELKA PATRULHA CANINA 1142,"MINHA BANDINHA ELKA PATRULHA CANINA 1142 . Categoria: BRINQUEDOS > MUSICAL . Preço final: R$ 46.00 . Descrição do produto: Minha Bandinha Elka Patrulha Canina 1142 / Garantia do Fabricante:03 meses / Marca:Elka / Modelo:Minha bandinha / Referência:1142 / Cor:Multicor / Material:Plástico atóxico / Característica:Cores alegres e material resistente / Faixa Etária:A partir de 2 anos / Conteúdo da Embalagem:Contém 01 corneta e 01 pandeiro / Dimensões Corneta (AxLxP):55 x 45 x 17 cm / Dimensões Pandeiro (AxLxP):13 x 10 x 3 cm / Peso:62 g / EAN:7896448111421 / Aviso: . Avaliado por 29 clientes, com nota média de 4.6 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""satisfação"",""qualidade"",""durabilidade"",""diversão"",""recomendação"",""criatividade"",""habilidades sonoras"",""resistência"",""praticidade""],""Caracteristicas_Negativas"":[""tamanho pequeno"",""preço alto"",""qualidade do som""]} . Clientes também compraram: 214126 - BUMBO ELKA PATRULHA CANINA 1141, 214128 - VIOLÃO ELKA PATRULHA CANINA 1143, 188829 - XYLOPHONE MATTEL FP CLASSIC CMY09, 51156 - CARRO MATTEL HW CITY MINI C/5 1806 SORT ."
214129,VOLANTE INFANTIL ELKA FOM FOM 1181,"VOLANTE INFANTIL ELKA FOM FOM 1181 . Categoria: BRINQUEDOS > PRIMEIRA_INFANCIA . Preço final: R$ 99.00 . Descrição do produto: Volante Infantil Elka Fom Fom 1181. Botões Interativos: Equipado com botões, luzes e sons que imitam os diversos controles e funções de um carro, incentivando a exploração e o aprendizado através da brincadeira.. Habilidade Motoras: O ato de segurar, girar e pressionar os botões do volante ajuda no desenvolvimento das habilidades motoras finas das crianças, promovendo a coordenação mão-olho e o controle muscular.. Estímulo Sensorial: Os diferentes sons e luzes do volante proporcionam estímulos sensoriais que ajudam no desenvolvimento auditivo e visual das crianças, além de estimular a curiosidade e a imaginação.. /   / Garantia do Fabricante:03 meses. Marca:Elka. Modelo:Fom Fom. Referência:1181. Cor:Amarelo, vermelho, azul. Material:Plástico. Característica:Produto realiza um som de veículo. Faixa Etária: A partir 12 meses. Conteúdo da Embalagem:01 Volante infantil Elka. Altura do Produto:22 cm. Dimensões da Embalagem (AxLxP):22 x 26 x 28 cm. Peso:700 g. EAN:‎7896448111810. Aviso:Imagem meramente ilustrativa . Avaliado por 29 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""diversão"",""resistência"",""qualidade"",""preço baixo"",""estímulo à coordenação motora"",""interatividade"",""praticidade"",""criatividade""],""Caracteristicas_Negativas"":[""tamanho pequeno"",""inadequação para crianças pequenas"",""possibilidade de melhoria pelo preço""]} . Clientes também compraram: 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 186759 - BLOCO DISMAT AMICÃOZINHO PEDAGÓGIC MK308, 188829 - XYLOPHONE MATTEL FP CLASSIC CMY09 ."
214187,CARRO LÍDER CONVERSÍVEL FASHION 2364,"CARRO LÍDER CONVERSÍVEL FASHION 2364 . Categoria: BRINQUEDOS > CARRINHOS_CIA . Preço final: R$ 114.00 . Descrição do produto: Carro Líder Conversível Fashion 2364 / Garantia do Fabricante:03 meses / Marca:Líder / Modelo:Conversível Fashion  / Referência:2364 / Cor:Rosa / Material:Plástico / Observação: A boneca apresentada nesta página não acompanha o brinquedo. Somente para efeito ilustrativo. / Faixa Etária:A partir de 03 anos. / Conteúdo da Embalagem:01 Carrinho. / Altura do Produto:30 cm / Dimensões da Embalagem (AxLxP):30 x 58 x 21cm. / Peso:1,68 k/g / EAN:7899455903645 / Aviso:Imagem meramente ilustrativa . Avaliado por 16 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""lindo"",""grande"",""ótima qualidade"",""preço acessível"",""resistência"",""alegria""],""Caracteristicas_Negativas"":[""preço alto"",""fragilidade""]} . Clientes também compraram: 140971 - BONECA MATTEL BB FASHION T7439 SORT, 140972 - BONECA MATTEL BB GLITTER T7580 SORT, 215455 - BONECA ROMA LARI AND ME UNICÓRNIO 5808, 185762 - BONECA LIDER BEBÊ CONFORTO AP883 ."
214188,COLEÇÃO FOFINHOS LÍDER BICHO CAMPO 5684,"COLEÇÃO FOFINHOS LÍDER BICHO CAMPO 5684 . Categoria: BRINQUEDOS > CONJUNTO_PLAYSET_MENINAS . Preço final: R$ 48.00 . Descrição do produto: Coleção Fofinhos líder bicho Campo 5684 / Garantia do Fabricante:03 meses / Marca:Líder / Modelo:Coleção Fofinhos / Referência:5684 / Cor:Amarelo, Laranja, Vermelho, Preto / Material:Plástico / Faixa Etária:‎ A partir 18 meses - 7 anos / Conteúdo da Embalagem: 01 Colção Fofinhos 5684 / Altura do Produto:12 cm / Dimensões da Embalagem (AxLxP):‎12 x 29 x 11 cm / Peso:240 g / EAN:7899455906844 / Aviso:Imagem meramente ilustrativa . Avaliado por 15 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""excelente"",""qualidade"",""diversão"",""material resistente"",""recomendação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 214189 - COLEÇÃO FOFINHOS LIDER FAZENDINHA 5624, 201829 - BRINQ MATTEL FP CHOCALHO DIVERTIDO DMC42, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 229951 - ESGUICHOS LIDER BOLOFOFOS 3159, 201563 - CHOCALHO/MORDEDOR ELKA GALINHA PINT 1028 ."
214190,COLEÇÃO FOFINHOS LIDER TRANSPORTES 5625,"COLEÇÃO FOFINHOS LIDER TRANSPORTES 5625 . Categoria: BRINQUEDOS > CONJUNTO_PLAYSET_MENINAS . Preço final: R$ 52.00 . Descrição do produto: Coleção Fofinhos Líder Transportes 5625. Design Adorável: Cada veículo é projetado com um design fofo e colorido, com detalhes realistas que capturam a imaginação das crianças.. Material Seguro: Fabricados com materiais seguros e duráveis, adequados para crianças em idade pré-escolar, garantindo horas de diversão segura.. Tamanho Ideal: Os veículos têm um tamanho adequado para as mãos pequenas das crianças, facilitando o manuseio e a brincadeira..   / Garantia do Fabricante:03 meses / Marca:Líder / Modelo:Transportes / Referência:5625 / Cor:Multicor / Material:Vinil atóxico / Característica:Estimula a criatividade, cognição, interação, sensibilidade tátil e a percepção visual da criança / Faixa Etária:A partir de 4 meses / Conteúdo da Embalagem:Contém 01 coleção de transportes / Dimensões da Embalagem (AxLxP):8x7x4 cm / EAN:7899455906257 / Aviso: . Avaliado por 48 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""segurança"",""recomendação"",""diversão"",""resistência"",""flexibilidade"",""maciez"",""custo benefício""],""Caracteristicas_Negativas"":[""tamanho pequeno"",""pintura desalinhada""]} . Clientes também compraram: 214189 - COLEÇÃO FOFINHOS LIDER FAZENDINHA 5624, 51156 - CARRO MATTEL HW CITY MINI C/5 1806 SORT, 201562 - CHOCALHO/MORDEDOR ELKA GIRA GIRA 968, 140971 - BONECA MATTEL BB FASHION T7439 SORT, 201566 - CHOCALHO ELKA MICKEY 1059 ."
214227,QUEBRA-CABEÇA GROW 100P PLANETAS 3931,"QUEBRA-CABEÇA GROW 100P PLANETAS 3931 . Categoria: BRINQUEDOS > QUEBRA_CABECA . Preço final: R$ 29.00 . Descrição do produto: Quebra-Cabeça Grow 100 Peças Conhecendo os Planetas 3931 / Garantia do Fabricante:03 meses / Marca:Grow / Modelo:Conhecendo os Planetas / Referência:3931 / Cor:Multicor / Material:Papel cartonado / Quantidade de peças:100 peças / Orientação:Horizontal / Faixa Etária:A partir de 6 anos / Nº de Participantes:1 ou mais participantes / Conteúdo da Embalagem:Contém 01 quebra-cabeça / Tamanho Montado:26,0 x 36,0 cm / Tamanho da Embalagem (AxLxP):23,0 x 14,0 x 6,0 cm / Peso da Caixa:179 g / EAN:7908010139310 / Aviso: . Avaliado por 32 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""utilidade"",""diversão"",""facilidade de montagem"",""custo-benefício"",""desenvolvimento cognitivo"",""atratividade"",""resistência"",""recomendação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 176812 - QUEBRA-CABEÇA GROW 100P DINOSSAURO 02660, 222418 - QUEBRA-CABEÇA GROW 60P HOTWHEELS 4169, 194582 - JG GROW LINCE 432, 140971 - BONECA MATTEL BB FASHION T7439 SORT, 230156 - QUEBRA-CABEÇA GROW 60P GABBYS DOLL 4372 ."
214290,JG GROW MEMÓRIA PRINCESAS 2161,"JG GROW MEMÓRIA PRINCESAS 2161 . Categoria: BRINQUEDOS > EDUCATIVO_PRE_ESCOLAR . Preço final: R$ 48.00 . Descrição do produto: Jogo Grow Memória Princesas 2161 / Garantia do Fabricante:03 meses / Marca:Grow / Linha:Disney / Modelo:Jogo de Memória Princesas / Referência:2161 / Cor:Multicor / Material:Papel cartão / Faixa Etária:A partir de 4 anos / Nº de Participantes:De 1 ã 6 jogadores / Conteúdo da Embalagem:Contém 54 cartelas / Dimensões da Embalagem (AxLxP):22,6 x 14,3 x 3,5 cm, / EAN:7908010121612 / Aviso: . Avaliado por 19 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""diversão"",""educativo"",""desenvolvimento"",""resistência"",""custo-benefício"",""recomendação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 222417 - QUEBRA-CABEÇA GROW 150P BARBIE 4173, 140971 - BONECA MATTEL BB FASHION T7439 SORT, 230722 - QUEBRA-CABEÇA TOYSTER 100P FROZEN 2988, 230156 - QUEBRA-CABEÇA GROW 60P GABBYS DOLL 4372, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA ."
214424,CARRO CKS CR POLÍCIA K2747P,"CARRO CKS CR POLÍCIA K2747P . Categoria: BRINQUEDOS > CARRINHOS_CIA_C_CONTROLE_REMOTO . Preço final: R$ 72.00 . Descrição do produto: Carrinho De Controle Remoto Cks De Polícia K2747P / Garantia do Fabricante:03 meses / Marca:CKS / Modelo:CR Polícia / Referência:K2747P / Cor:Branco / Idade recomendada:A partir de 3 anos / Velocidade aproximada:2 km / Funcionamento:Controle Remoto / Material: Plástico / Alimentação:Pilhas AA (não inclusas) / Conteúdo da Embalagem:01 Carro e 01 Controle remoto CKS Toys / Peso:0,252g / EAN:7894383097794 / Aviso: . Avaliado por 26 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""bonito"",""prático"",""boa qualidade"",""diversão"",""recomendado"",""fácil de manusear"",""satisfação""],""Caracteristicas_Negativas"":[""falta de pilhas"",""fragilidade"",""material inferior""]} . Clientes também compraram: 222770 - CARRO CKS CR SUPER PIL K2747 TT SORT, 230636 - MOTO ROMA MULTI MOTORS POLÍCIA 0903, 136825 - CARRO ROMA BRUTALE BOMBEIRO 1510, 140971 - BONECA MATTEL BB FASHION T7439 SORT, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA ."
214467,MASSINHA HASBRO PD MINI BALDE B4453 SORT,"MASSINHA HASBRO PD MINI BALDE B4453 SORT . Categoria: BRINQUEDOS > EDUCATIVO_PRE_ESCOLAR . Preço final: R$ 48.00 . Descrição do produto: Massinha Hasbro Playdooh Mini Balde Sortido B4453 / Garantia do fabricante:03 meses     / Marca:Hasbro     / Modelo:Playdooh     / Referência:B4453     / Material da embalagem:Plástico     / Idade: 3 anos     / Conteúdo da embalagem:1 Baldão, 2 Baldes e 7 Formas / Dimensões do produto:27 x 15 x 7 Cm / Peso do produto:450 g    / Ean:630509534562  / Aviso:Imagem meramente ilustrativa    /      . Avaliado por 24 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""alta qualidade"",""diversão"",""desenvolvimento"",""durabilidade"",""antialérgico"",""fácil de limpar"",""criatividade"",""variedade de cores"",""material resistente"",""preço justo""],""Caracteristicas_Negativas"":[""endurecimento rápido""]} . Clientes também compraram: 222776 - MASSINHA SUNNY PATRULHA CANINA 6P 3041, 201733 - MASSINHA HASBRO PLAYDOH LETRAS E8532, 195557 - MASSINHA SUNNY PATRULHA CANINA 6P 137 ."
215426,PELÚCIA SUNNY PAT CANINA SKYE 1342,"PELÚCIA SUNNY PAT CANINA SKYE 1342 . Categoria: BRINQUEDOS > PELUCIA . Preço final: R$ 169.00 . Descrição do produto: Pelúcia Sunny Patrulha Canina Skye 1342Bem-vindo ao mundo mágico dos brinquedos de pelúcia, onde a fofura e a diversão se unem para criar momentos inesquecíveis. Nossa coleção de pelúcias é mais do que simplesmente brinquedos; são companheiros de aventura, confidentes e abraços aconchegantes que trazem alegria a crianças e adultos de todas as idades.eja para presentear alguém especial ou para enriquecer sua própria coleção, você encontrará aqui um amigo peludo que derreterá seu coração. Compre agora e faça parte da nossa família de apaixonados por pelúcias! / Garantia do Fabricante:03 meses / Marca:Sunny / Modelo:Pelúcia Skye da Patrulha Canina / Referência:1342 / Cor:Marrom, rosa e preto / Material:100% poliéster / Característica:É atóxico, antialérgico e lavável / Faixa Etária:A partir de 3 anos / Conteúdo da Embalagem:01 pelúcia da Patrulha Canina / Altura do Produto:30 cm / Dimensões da Embalagem (AxLxP):32,5 x 17,0 x 23 cm / Peso:329 g / EAN:7899573613426 / Aviso: . Avaliado por 6 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""boa qualidade"",""elaboração"",""resistência"",""satisfação"",""fofa""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 140971 - BONECA MATTEL BB FASHION T7439 SORT, 215425 - PELÚCIA SUNNY PAT CANINA CHASE 1328, 51156 - CARRO MATTEL HW CITY MINI C/5 1806 SORT, 228943 - CJ CANDIDE MINI DINO BEST ALIVE 1103SORT, 245418 - BONECA ROMA AMOR DE FILHOTE MARIE 5179 ."
215456,KIT PRIMEIRA MAMADEIRA ROMA BABIES 5000,"KIT PRIMEIRA MAMADEIRA ROMA BABIES 5000 . Categoria: BRINQUEDOS > ACESSORIOS_BRINQUEDO . Preço final: R$ 32.00 . Descrição do produto: Kit Primeira Mamadeira Roma Babies 5000 / Garantia do Fabricante:12 meses / Marca:Roma / Modelo:Primeira Mamadeira / Cor:Rosa / Referência:5000 / Material:Plástico / Idade recomendada:+03 anos / Personagem:Roma Babies / Conteúdo da Embalagem:01 Kit Primeira Mamadeira Roma  / Dimensões do Produto (AxLxP):28 x 27 x 32 cm / Peso do Produto:206 g / EAN:7896965250009 / Aviso: . Avaliado por 19 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""amor"",""resistência"",""qualidade"",""entrega rápida"",""opção ótima"",""recomendação"",""diversão""],""Caracteristicas_Negativas"":[""tamanho pequeno""]} . Clientes também compraram: 215457 - KIT HORA DO BANHO ROMA BABIES 5002 AZ, 154535 - BONECA ROMA BABY BY TIARA 5184, 215455 - BONECA ROMA LARI AND ME UNICÓRNIO 5808, 188282 - BONECA LIDER BEBÊ NA BANHEIRA AP879, 222953 - BONECA ROMA BEBEZINHO REAL 5682 AZ ."
215470,MALETA ROMA PET SHOP GATINHO 5860 RO,"MALETA ROMA PET SHOP GATINHO 5860 RO . Categoria: BRINQUEDOS > BRINCADEIRAS_E_FAZ_DE_CONTA . Preço final: R$ 112.00 . Descrição do produto: Maleta Pet Shop Roma Coleção Gatinhos Miau Miau Rosa 5860. Garantia do Fabricante:03 meses / Marca:Roma  / Linha:Gatinhos / Modelo:Maleta Pet Shop / Referência:5860 / Cor:Rosa / Material:Plástico e vinil / Faixa Etária:A partir de 3 anos / Informações Adicionais:Com duchinha que sair água de verdade, reservatório, frascos para shampoo e condicionador, pente e secadores lúdicos / Conteúdo da Embalagem: 01 gatinho, 01 chuveirinho, 01 toalhinha, 01 frasco de shampoo, 01 frasco de condicionador, 01 pente, 01 secador, 01 estetoscópio, 01 termômetro, 01 Seringa, 01 pulseira, 01 martelo e 01 otoscópio / Dimensões do Produto (AxLxP):20 x 19,5 x 31,5 cm / Peso do Produto:1,01 kg / EAN:7896965258609 / Aviso:Imagem meramente ilustrativa . Avaliado por 26 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""linda"",""qualidade"",""excelente"",""divertido"",""interatividade"",""resistência"",""prático"",""colorido"",""bonito"",""ótima escolha"",""recomendado"",""feliz""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 222952 - MALETA ROMA DR CANINO 5512 RO, 195605 - MALETA ROMA DR CANINO 5510 AZ/VM, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 140971 - BONECA MATTEL BB FASHION T7439 SORT ."
215474,CARRO ROMA RENDER FORCE 1012 SORT,"CARRO ROMA RENDER FORCE 1012 SORT . Categoria: BRINQUEDOS > CARRINHOS_CIA . Preço final: R$ 69.00 . Descrição do produto: Carrinho de Brinquedo Roma Render Force Sortido - 1012. Garantia do Fabricante:03 meses. Marca:Roma. Modelo:Carro Render Force. Referência:1012. Cor:Diversas. Material:Plástico. Faixa Etária:A partir de 3 anos. Informações Adicionais:Linha de Jipes com rodas Big Foot e com um super acabamento. Conteúdo da Embalagem:01 carro. Altura do Produto:. Dimensões da Embalagem (AxLxP):18 x 32 x 17 cm. Peso do Produto:465 g. EAN:7896965210126. Aviso: . Avaliado por 45 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""resistência"",""beleza"",""satisfação"",""recomendação"",""praticidade"",""custo benefício""],""Caracteristicas_Negativas"":[""fragilidade"",""preço alto""]} . Clientes também compraram: 200493 - CARRO ROMA PICK UP FORCE POLICE 991, 222936 - CAMINHÃO ROMA PETROLEUM CEGONH 1470 SORT, 229883 - CARRO ROMA PICK-UP VISION FEDERAL 1106, 229879 - CARRO ROMA BRUTALE BETONEIRA 1535 AM, 136825 - CARRO ROMA BRUTALE BOMBEIRO 1510 ."
215811,BONECO MIMO DINOSSAURO INDORAPTOR 0752,"BONECO MIMO DINOSSAURO INDORAPTOR 0752 . Categoria: BRINQUEDOS > BONECOS . Preço final: R$ 289.00 . Descrição do produto: Boneco Dinossauro Indoraptor Articulado Jurrasic Wolrd Mimo Toys 0752. Garantia do Fabricante:03 meses / Marca:Mimo / Modelo:Dinossauro Indoraptor / Referência:752 / Cor:Marrom / Material:PVC atóxico / Característica:6 pontos de articulação / Faixa Etária:A partir de 3 anos / Conteúdo da Embalagem:01 dinossauro Jurassic World / Altura do Produto:48 cm / Dimensões da Embalagem (AxLxP):48 x 68 x 26 cm / Peso:2,0 kg / EAN:7899347607521 / Aviso: . Avaliado por 4 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""lindo"",""resistência"",""qualidade boa"",""recomendação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 51156 - CARRO MATTEL HW CITY MINI C/5 1806 SORT, 223958 - TORRE P/PINTAR FUN PAT CANINA F0089-3, 189311 - JG LIDER BOLICHE PATRULHA CANINA 2481, 228943 - CJ CANDIDE MINI DINO BEST ALIVE 1103SORT ."
220443,LOUSA MÁGICA MULTIKIDS PLAY LEARN BR1214,"LOUSA MÁGICA MULTIKIDS PLAY LEARN BR1214 . Categoria: BRINQUEDOS > EDUCATIVO_PRE_ESCOLAR . Preço final: R$ 369.00 . Descrição do produto: Lousa Mágica Multikids Dupla Face 2 Em 1 Studio Play & Learn - BR1214A lousa mágica que vai divertir e estimular a criatividade das crianças.. Com duas faces, uma para escrever e outra para desenhar, a Lousa Mágica Multikids é a ferramenta perfeita para as crianças soltarem a imaginação vem com giz de cera e caneta para quadro branco, as crianças podem criar desenhos, escrever, brincar de jogos e muito mais.. A Lousa Mágica Multikids Dupla Face 2 Em 1 Studio Play & Learn é um produto seguro e divertido, que vai ajudar as crianças a desenvolverem a criatividade e a coordenação motora. / Garantia do Fabricante:03 meses / Marca:Multikids / Linha:Play & Learn / Modelo:Lousa Mágica Dupla Face / Referência:BR1214 / Cor:Multicor / Material:Plástico / Faixa Etária:A partir de 3 anos  / Informações Adicionais:Ela se transforma em lousa com quadro branco e negro, desenvolvendo a criatividade e concentração  / Conteúdo da Embalagem:01 mesa organizadora, adesivos, 05 canetas esferográficas com apagador e ímã, 01 caixa com 12 unidades de giz para quadro negro, 01 porta giz, 01 lousa dupla face, 04 suportes azuis, 02 suportes vermelhos, 02 suportes verdes, parafusos para fixação / Dimensões da Embalagem (AxLxP): / Peso do Produto:260 g / EAN:7899838895048 / Aviso: . Avaliado por 12 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""diversão"",""aprendizado"",""qualidade"",""recomendação"",""utilidade"",""durabilidade""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 231659 - BIC BANDEIRANTE POWER GAME ARO14 3047, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 201565 - CHOCALHO/MORDEDOR ELKA GALINHA PINT 1053, 214424 - CARRO CKS CR POLÍCIA K2747P, 234001 - CARRO CKS CR CLIMBER MAX EC-02 LJ/PT ."
221764,PISTA MATTEL HW CITY NEMESIS GORIL HDR30,"PISTA MATTEL HW CITY NEMESIS GORIL HDR30 . Categoria: BRINQUEDOS > PISTAS . Preço final: R$ 199.00 . Descrição do produto:. / Garantia do Fabricante:03 meses / Fabricante:Mattel / Marca:Hot Wheels / Modelo:Nemesis Gorila / Referência:HDR30 / Cor:Azul, laranja, vermelho e preto / Material:Plástico e metal / Faixa Etária:Para crianças de 4 a 8 anos / Informações Adicionais:Os braços de Gary se estendem por mais de 91 cm e são peças dobráveis da pista que pode se conectar a outros conjuntos / Conteúdo da Embalagem:01 playset Hot Wheels / Dimensões do Produto (AxLxP):30,48 x 25,4 x 8,89 cm / Peso do Produto:650 g / EAN:194735030132 / Aviso: . Avaliado por 10 clientes, com nota média de 4.7 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""diversão"",""qualidade"",""design"",""aprecio""],""Caracteristicas_Negativas"":[""preço alto""]} . Clientes também compraram: 51156 - CARRO MATTEL HW CITY MINI C/5 1806 SORT, 221806 - PISTA MATTEL HW CITY GARAGEM HDR28, 226668 - PISTA MATTEL HW LUGARES FAVORITOS HMD53, 221803 - PISTA MATTEL HW CITY LAVA RÁPIDO HDR27, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA ."
221768,BALDE MATTEL FP PRIMEIROS BLOCOS FFC84,"BALDE MATTEL FP PRIMEIROS BLOCOS FFC84 . Categoria: BRINQUEDOS > PRIMEIRA_INFANCIA . Preço final: R$ 78.00 . Descrição do produto: Bloco Mattel Fisher-Price 10 Peças Balde Primeiros Blocos Colorido FFC84. O Balde Primeiros Blocos Fisher-Price FFC84, da Mattel, é um brinquedo educativo projetado para bebês a partir de 6 meses. O conjunto inclui 10 blocos coloridos de diferentes formas geométricas que auxiliam no desenvolvimento da coordenação motora fina e no reconhecimento de cores e formas. / A tampa do balde possui aberturas correspondentes às formas dos blocos, incentivando a criança a encaixá-los corretamente, promovendo habilidades de resolução de problemas. Além disso, o balde possui uma alça prática, facilitando o transporte e permitindo que a diversão acompanhe o bebê em diversos lugares. Este brinquedo é uma excelente opção para estimular o aprendizado e a criatividade dos pequenos de maneira lúdica e interativa.... Garantia do Fabricante:03 meses. Fabricante:Mattel. Marca:Fisher-Price. Modelo:Balde Primeiros Blocos. Referência:FFC84. Cor:Multicolorido. Material:Plástico. Quantidade de Peças:10 blocos. Faixa Etária:A partir de 12 meses. Objetivo Educacional:Destreza, habilidades de resolução de problemas. Conteúdo da Embalagem:01 balde com blocos coloridos para organizar, empilhar e soltar. Dimensões do Produto (AxLxP):13,97 x 20,32 x 13,97 cm. Peso do Produto:421 g. EAN:887961482898. Aviso: . Avaliado por 25 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""excelente"",""educativo"",""qualidade"",""durabilidade"",""interatividade"",""diversão"",""desenvolvimento"",""coordenação"",""recomendável"",""colorido""],""Caracteristicas_Negativas"":[""limitação de cores""]} . Clientes também compraram: 145997 - TORRE DE POTINHOS MATTEL FP W4472, 214455 - CUBO MATTEL FP ANIMAIZINHOS DIV BFH80, 237152 - PIRÂMIDE DE ARGOLAS MATTEL FP ROCK GKW58, 213877 - BLOCO DISMAT GIRO MÁGICO MK326 ."
221803,PISTA MATTEL HW CITY LAVA RÁPIDO HDR27,"PISTA MATTEL HW CITY LAVA RÁPIDO HDR27 . Categoria: BRINQUEDOS > PISTAS . Preço final: R$ 134.00 . Descrição do produto: Pista Mattel Hot Wheels City Lava-Rápido Da Cidade - HDR27 / Garantia do Fabricante:03 meses / Fabricante:Mattel / Marca:Hot Wheels / Modelo:Lava-Rápido da Cidade / Referência:HDR27 / Cor:Laranja, preto e verde / Material:Plástico e metal / Faixa Etária:A partir de 4 anos de idade / Informações Adicionais:As crianças giram a placa com o logo e os carros vão automaticamente para a lavagem, que inclui um rolo de espuma e abas de secagem para cobertura completa / Conteúdo da Embalagem:01 playset Hot Wheels / Dimensões do Produto (AxLxP):12 x 17,5 x 17,5 cm / Peso do Produto:472 g / EAN:194735030118 / Aviso: . Avaliado por 28 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""diversão"",""alta qualidade"",""segurança"",""praticidade"",""bom material"",""ótimo preço""],""Caracteristicas_Negativas"":[""tamanho pequeno"",""peças pequenas""]} . Clientes também compraram: 51156 - CARRO MATTEL HW CITY MINI C/5 1806 SORT, 221806 - PISTA MATTEL HW CITY GARAGEM HDR28, 196469 - PISTA MATTEL HW LANC BÁSIC C/CARRO FTH84, 221764 - PISTA MATTEL HW CITY NEMESIS GORIL HDR30, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA ."
